name,colorIdentity,colors,convertedManaCost,edhrecRank,keywords,power,subtypes,text,types
Discombobulate,['U'],['U'],4.0,15349.0,nan,,[],"Counter target spell. Look at the top four cards of your library, then put them back in any order.",['Instant']
Discontinuity,['U'],['U'],6.0,5284.0,nan,,[],"As long as it's your turn, this spell costs {2}{U}{U} less to cast.
End the turn. (Exile all spells and abilities from the stack, including this card. The player whose turn it is discards down to their maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)",['Instant']
Discordant Dirge,['B'],['B'],5.0,22394.0,nan,,[],"At the beginning of your upkeep, you may put a verse counter on Discordant Dirge.
{B}, Sacrifice Discordant Dirge: Look at target opponent's hand and choose up to X cards from it, where X is the number of verse counters on Discordant Dirge. That player discards those cards.",['Enchantment']
Discordant Piper,['B'],['B'],2.0,12183.0,nan,2,"['Zombie', 'Satyr']","When Discordant Piper dies, create a 0/1 white Goat creature token.",['Creature']
Discordant Spirit,"['B', 'R']","['B', 'R']",4.0,22537.0,nan,2,['Spirit'],"At the beginning of each end step, if it's an opponent's turn, put a +1/+1 counter on Discordant Spirit for each 1 damage dealt to you this turn.
At the beginning of your end step, remove all +1/+1 counters from Discordant Spirit.",['Creature']
Discovery // Dispersal,"['B', 'U']","['U', 'B']",7.0,6100.0,['Surveil'],,[],"Surveil 2, then draw a card. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",['Sorcery']
Disease Carriers,['B'],['B'],4.0,17877.0,nan,2,['Rat'],"When Disease Carriers dies, target creature gets -2/-2 until end of turn.",['Creature']
Disembowel,['B'],['B'],1.0,16337.0,nan,,[],Destroy target creature with mana value X.,['Instant']
Disempower,['W'],['W'],2.0,18787.0,nan,,[],Put target artifact or enchantment on top of its owner's library.,['Instant']
Disenchant,['W'],['W'],2.0,774.0,nan,,[],Destroy target artifact or enchantment.,['Instant']
Disentomb,['B'],['B'],1.0,7609.0,nan,,[],Return target creature card from your graveyard to your hand.,['Sorcery']
Disfigure,['B'],['B'],1.0,12962.0,nan,,[],Target creature gets -2/-2 until end of turn.,['Instant']
Disharmony,['R'],['R'],3.0,21031.0,nan,,[],"Cast this spell only during combat before blockers are declared.
Untap target attacking creature and remove it from combat. Gain control of that creature until end of turn.",['Instant']
Disinformation Campaign,"['B', 'U']","['B', 'U']",3.0,10219.0,nan,,[],"When Disinformation Campaign enters the battlefield, you draw a card and each opponent discards a card.
Whenever you surveil, return Disinformation Campaign to its owner's hand.",['Enchantment']
Disintegrate,['R'],['R'],1.0,11490.0,nan,,[],"Disintegrate deals X damage to any target. If it's a creature, it can't be regenerated this turn, and if it would die this turn, exile it instead.",['Sorcery']
Dismal Failure,['U'],['U'],4.0,18148.0,nan,,[],Counter target spell. Its controller discards a card.,['Instant']
Dismantle,['R'],['R'],3.0,16732.0,nan,,[],"Destroy target artifact. If that artifact had counters on it, put that many +1/+1 counters or charge counters on an artifact you control.",['Sorcery']
Dismantling Wave,['W'],['W'],3.0,2821.0,['Cycling'],,[],"For each opponent, destroy up to one target artifact or enchantment that player controls.
Cycling {6}{W}{W} ({6}{W}{W}, Discard this card: Draw a card.)
When you cycle Dismantling Wave, destroy all artifacts and enchantments.",['Sorcery']
Dismiss,['U'],['U'],4.0,6638.0,nan,,[],"Counter target spell.
Draw a card.",['Instant']
Dismiss into Dream,['U'],['U'],7.0,4978.0,nan,,[],"Each creature your opponents control is an Illusion in addition to its other types and has ""When this creature becomes the target of a spell or ability, sacrifice it.""",['Enchantment']
Dismissive Pyromancer,['R'],['R'],2.0,12137.0,nan,2,"['Human', 'Wizard']","{R}, {T}, Discard a card: Draw a card.
{2}{R}, {T}, Sacrifice Dismissive Pyromancer: It deals 4 damage to target creature.",['Creature']
Disorder,['R'],['R'],2.0,23577.0,nan,,[],Disorder deals 2 damage to each white creature and each player who controls a white creature.,['Sorcery']
Disorient,['U'],['U'],4.0,23929.0,nan,,[],Target creature gets -7/-0 until end of turn.,['Instant']
Disowned Ancestor,['B'],['B'],1.0,12245.0,['Outlast'],0,"['Spirit', 'Warrior']","Outlast {1}{B} ({1}{B}, {T}: Put a +1/+1 counter on this creature. Outlast only as a sorcery.)",['Creature']
Dispel,['U'],['U'],1.0,388.0,nan,,[],Counter target instant spell.,['Instant']
Dispeller's Capsule,['W'],['W'],1.0,4235.0,nan,,[],"{2}{W}, {T}, Sacrifice Dispeller's Capsule: Destroy target artifact or enchantment.",['Artifact']
Dispense Justice,['W'],['W'],3.0,15289.0,['Metalcraft'],,[],"Target player sacrifices an attacking creature.
Metalcraft — That player sacrifices two attacking creatures instead if you control three or more artifacts.",['Instant']
Dispersal Shield,['U'],['U'],2.0,12426.0,nan,,[],Counter target spell if its mana value is less than or equal to the highest mana value among permanents you control.,['Instant']
Dispersal Technician,['U'],['U'],5.0,22538.0,nan,3,"['Vedalken', 'Artificer']","When Dispersal Technician enters the battlefield, you may return target artifact to its owner's hand.",['Creature']
Disperse,['U'],['U'],2.0,8707.0,nan,,[],Return target nonland permanent to its owner's hand.,['Instant']
Dispersing Orb,['U'],['U'],5.0,17326.0,nan,,[],"{3}{U}, Sacrifice a permanent: Return target permanent to its owner's hand.",['Enchantment']
Displace,['U'],['U'],3.0,1775.0,nan,,[],"Exile up to two target creatures you control, then return those cards to the battlefield under their owner's control.",['Instant']
Displacement Wave,['U'],['U'],2.0,5791.0,nan,,[],Return all nonland permanents with mana value X or less to their owners' hands.,['Sorcery']
Display of Dominance,['G'],['G'],2.0,15231.0,nan,,[],"Choose one —
• Destroy target blue or black noncreature permanent.
• Permanents you control can't be the targets of blue or black spells your opponents control this turn.",['Instant']
Dispossess,['B'],['B'],3.0,21076.0,nan,,[],"Choose an artifact card name. Search target opponent's graveyard, hand, and library for any number of cards with the chosen name and exile them. Then that player shuffles.",['Sorcery']
Disrupt,['U'],['U'],1.0,7736.0,nan,,[],"Counter target instant or sorcery spell unless its controller pays {1}.
Draw a card.",['Instant']
Disrupting Shoal,['U'],['U'],2.0,10926.0,nan,,['Arcane'],"You may exile a blue card with mana value X from your hand rather than pay this spell's mana cost.
Counter target spell if its mana value is X.",['Instant']
Disruption Aura,['U'],['U'],3.0,22631.0,['Enchant'],,['Aura'],"Enchant artifact
Enchanted artifact has ""At the beginning of your upkeep, sacrifice this artifact unless you pay its mana cost.""",['Enchantment']
Disruptive Pitmage,['U'],['U'],3.0,11093.0,['Morph'],1,"['Human', 'Wizard']","{T}: Counter target spell unless its controller pays {1}.
Morph {U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",['Creature']
Dissension in the Ranks,['R'],['R'],5.0,20679.0,['Fight'],,[],Target blocking creature fights another target blocking creature.,['Instant']
Dissenter's Deliverance,['G'],['G'],2.0,13335.0,['Cycling'],,[],"Destroy target artifact.
Cycling {G} ({G}, Discard this card: Draw a card.)",['Instant']
Dissolve,['U'],['U'],3.0,3262.0,['Scry'],,[],Counter target spell. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),['Instant']
Distant Memories,['U'],['U'],4.0,13868.0,nan,,[],"Search your library for a card, exile it, then shuffle. Any opponent may have you put that card into your hand. If no player does, you draw three cards.",['Sorcery']
Distemper of the Blood,['R'],['R'],2.0,9169.0,['Madness'],,[],"Target creature gets +2/+2 and gains trample until end of turn.
Madness {R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",['Sorcery']
Distended Mindbender,['B'],[],8.0,12035.0,['Emerge'],5,"['Eldrazi', 'Insect']","Emerge {5}{B}{B} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.)
When you cast this spell, target opponent reveals their hand. You choose from it a nonland card with mana value 3 or less and a card with mana value 4 or greater. That player discards those cards.",['Creature']
Distorting Lens,[],[],2.0,10526.0,nan,,[],{T}: Target permanent becomes the color of your choice until end of turn.,['Artifact']
Distorting Wake,['U'],['U'],3.0,5195.0,nan,,[],Return X target nonland permanents to their owners' hands.,['Sorcery']
Distortion Strike,['U'],['U'],1.0,4825.0,['Rebound'],,[],"Target creature gets +1/+0 until end of turn and can't be blocked this turn.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",['Sorcery']
Distress,['B'],['B'],2.0,12611.0,nan,,[],Target player reveals their hand. You choose a nonland card from it. That player discards that card.,['Sorcery']
District Guide,['G'],['G'],3.0,4788.0,nan,2,"['Elf', 'Scout']","When District Guide enters the battlefield, you may search your library for a basic land card or Gate card, reveal it, put it into your hand, then shuffle.",['Creature']
Disturbed Burial,['B'],['B'],2.0,12493.0,['Buyback'],,[],"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)
Return target creature card from your graveyard to your hand.",['Sorcery']
Disturbing Plot,['B'],['B'],2.0,18536.0,['Conspire'],,[],"Return target creature card from a graveyard to its owner's hand.
Conspire (As you cast this spell, you may tap two untapped creatures you control that share a color with it. When you do, copy it and you may choose a new target for the copy.)",['Sorcery']
Dive Bomber,['W'],['W'],4.0,23578.0,['Flying'],2,"['Bird', 'Soldier']","Flying
{T}, Sacrifice Dive Bomber: It deals 2 damage to target attacking or blocking creature.",['Creature']
Dive Down,['U'],['U'],1.0,4568.0,nan,,[],Target creature you control gets +0/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),['Instant']
Divebomber Griffin,['W'],['W'],5.0,19938.0,['Flying'],3,['Griffin'],"Flying
{T}, Sacrifice Divebomber Griffin: It deals 3 damage to target attacking or blocking creature.",['Creature']
Divergent Growth,['G'],['G'],1.0,19487.0,nan,,[],"Until end of turn, lands you control gain ""{T}: Add one mana of any color.""",['Instant']
Diversionary Tactics,['W'],['W'],4.0,16438.0,nan,,[],Tap two untapped creatures you control: Tap target creature.,['Enchantment']
Divert,['U'],['U'],1.0,14224.0,nan,,[],Change the target of target spell with a single target unless that spell's controller pays {2}.,['Instant']
Divest,['B'],['B'],1.0,9018.0,nan,,[],Target player reveals their hand. You choose an artifact or creature card from it. That player discards that card.,['Sorcery']
Divination,['U'],['U'],3.0,4355.0,nan,,[],Draw two cards.,['Sorcery']
Divine Arrow,['W'],['W'],2.0,14966.0,nan,,[],Divine Arrow deals 4 damage to target attacking or blocking creature.,['Instant']
Divine Congregation,['W'],['W'],4.0,19141.0,['Suspend'],,[],"You gain 2 life for each creature target player controls.
Suspend 5—{1}{W} (Rather than cast this card from your hand, you may pay {1}{W} and exile it with five time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)",['Sorcery']
Divine Deflection,['W'],['W'],1.0,15061.0,nan,,[],"Prevent the next X damage that would be dealt to you and/or permanents you control this turn. If damage is prevented this way, Divine Deflection deals that much damage to any target.",['Instant']
Divine Favor,['W'],['W'],2.0,13748.0,['Enchant'],,['Aura'],"Enchant creature
When Divine Favor enters the battlefield, you gain 3 life.
Enchanted creature gets +1/+3.",['Enchantment']
Divine Light,['W'],['W'],1.0,18878.0,nan,,[],Prevent all damage that would be dealt this turn to creatures you control.,['Sorcery']
Divine Presence,['W'],['W'],3.0,14116.0,nan,,[],"If a source would deal 4 or more damage to a permanent or player, that source deals 3 damage to that permanent or player instead.",['Enchantment']
Divine Retribution,['W'],['W'],2.0,23579.0,nan,,[],Divine Retribution deals damage to target attacking creature equal to the number of attacking creatures.,['Instant']
Diviner Spirit,['U'],['U'],5.0,14582.0,nan,2,['Spirit'],"Whenever Diviner Spirit deals combat damage to a player, you and that player each draw that many cards.",['Creature']
Diviner's Lockbox,[],[],4.0,19356.0,nan,,[],"{1}, {T}: Choose a card name, then reveal the top card of your library. If that card has the chosen name, sacrifice Diviner's Lockbox and draw three cards. Activate only as a sorcery.",['Artifact']
Diviner's Wand,[],[],3.0,8390.0,['Equip'],,"['Wizard', 'Equipment']","Equipped creature has ""Whenever you draw a card, this creature gets +1/+1 and gains flying until end of turn"" and ""{4}: Draw a card.""
Whenever a Wizard creature enters the battlefield, you may attach Diviner's Wand to it.
Equip {3}","['Tribal', 'Artifact']"
Diving Griffin,['W'],['W'],3.0,15677.0,"['Flying', 'Vigilance']",2,['Griffin'],"Flying, vigilance",['Creature']
Divinity of Pride,"['B', 'W']","['B', 'W']",5.0,4812.0,"['Flying', 'Lifelink']",4,"['Spirit', 'Avatar']","Flying, lifelink
Divinity of Pride gets +4/+4 as long as you have 25 or more life.",['Creature']
Dizzy Spell,['U'],['U'],1.0,5358.0,['Transmute'],,[],"Target creature gets -3/-0 until end of turn.
Transmute {1}{U}{U} ({1}{U}{U}, Discard this card: Search your library for a card with the same mana value as this card, reveal it, put it into your hand, then shuffle. Transmute only as a sorcery.)",['Instant']
Dizzying Gaze,['R'],['R'],1.0,21271.0,['Enchant'],,['Aura'],"Enchant creature you control
{R}: Enchanted creature deals 1 damage to target creature with flying.",['Enchantment']
